#Revised by the galaxies at z>0.1 from Maddox et al. (2009) (their Table 3).
#Revised by Table 7 in 2001MNRAS.326.1076D.
#Some galaxies with no radial velocities have been removed because they are not visible in the Legacy images or it was not clear which was the object.
#Some compact objects like UCDs have been removed from this list as we intend to include only extended galaxies here.
#LSBs with FCC* designation seems to be the most extended and bright LSBs.
#LSBs with NGFS* designation are usually difficult to see in the Legacy images. Therefore, they are not expected to be detectable in S-PLUS images.
#For some FCC galaxies, NED provides radial velocities from 2016MNRAS.460.4492D. However, this is a photometric paper. They assume that some galaxies are Fornax members because of their morphology or because they were considered as certain or likely members in the FCC catalog and they assign a radial velocity calculated assuming the Fornax distance. These "radial velocities" can be checked at http://www.astro-udec.cl/mf/catalogue/Table2%28locations%29.txt. The value of '104' in the last column of that table means that is an assumed (and not an spectroscopic) radial velocity.
#Some galaxies appear in NED with Vr from 2008MNRAS.389..102T. However, this paper takes membership from other papers and I've not found those Vr in other published works.
#Galaxies with ID_b are new dwarfs with radial velocities from 2007A&A...464L..21B (Table 3).
#dE? are galaxies that might be LSB galaxies.
#dE,N? are galaxies which might have a nucleus.
#LSB? might be background galaxies (too compact or displaying some kind of structure).
# Objects with ID_x are literature Fornax galaxies that are placed in the new iDR4 Fornax fields.
# Objects with ID_z are galaxies from 1990MNRAS.245..289I. Objects with designation LSBG, no VR and S morphology were considered background. 
# Objects with ID_w are galaxies from 1988MNRAS.232..239D. "
# Objects with ID_y are galaxies from 1999MNRAS.304..297M. "
# Objects with ID_j are galaxies from 1965AJ.....70..559H. Objects with no VR and S morphology were considered background.
# Objects with ID_k and ID_kb,c,etc are galaxies from 2017ApJ...843...16K. 
# Extinctions are given for g,r,i,z of SDSS.
# Additional objects from Venhola et al. (2022). Columns RA_2, DEC_2, ID_FDS2022 are from Venhola et al. (2022).
# Corrected positons for LEDA_630952 and LEDA_659358. In their previous position new objects ids were added, FDS21_DWARF006 and FDS19_DWARF184, respectively.
#
# ID    RA         DEC         RA                   DEC                   RA_2      DEC_2      NAME                       ID_FDS2022   Morph_Legacy_Analia   Vr_NED/Maddox   e_Vr        Vr_Ref                Ag      Ar      Ai      Az     
  1ya   02:51:47   -30:06:30   42.949875            -30.1081              0.0       0.0        LSBG_F416-012              -            LSB_blue_center       1079.253        63.855803   20032dF...C...0000C   0.055   0.038   0.028   0.021  
  1k    02:55:12   -36:18:00   43.802015            -36.300167            0.0       0.0        ESO_356-18                 -            Irr?                  1438.104623     9.893153    1996ApJS..107...97M   0.072   0.05    0.037   0.028  
  1kb   02:55:39   -36:20:07   43.913877            -36.335182            0.0       0.0        LEDA_142353                -            Edge-on_disk          1680.03717      50.065348   1996ApJS..107..201L   0.07    0.049   0.036   0.027  
  1     03:10:25   -33:09:41   47.6014583           -33.1561667           0.0       0.0        ESO_357-7                  -            Irr                   1121.22395      3.297718    1996ApJ...463...60B   0.053   0.036   0.027   0.02   
  1kc   03:11:22   -31:20:06   47.841696            -31.33488             0.0       0.0        LEDA_706380                -            Irr                   1564.91685      0.0         2017ApJ...843...16K   0.05    0.035   0.026   0.019  
  2     03:11:27   -33:25:02   47.868               -33.4148              0.0       0.0        FCC_1                      -            LSB                   0.0             0.0         -                     0.059   0.041   0.03    0.022  
  1kd   03:11:29   -31:22:56   47.872417            -31.382222            0.0       0.0        LEDA_705828                -            Irr                   1559.220793     6.895227    2006HIPAS.C...0000    0.053   0.036   0.027   0.02   
  1y    03:15:44   -32:09:43   48.93406670307191    -32.16227030253558    0.0       0.0        LSBG_F357-008              -            Irr                   0.0             0.0         -                     0.053   0.037   0.027   0.02   
  2y    03:15:47   -38:31:30   48.94350740394856    -38.52494586889521    0.0       0.0        LSBG_F300-001              -            dE                    1582.005022     54.862028   1996ApJS..107..201L   0.072   0.05    0.037   0.028  
  1ke   03:16:15   -31:12:34   49.063583            -31.209472            0.0       0.0        LEDA_707865                -            Irr                   1113.729137     63.855803   20012dF...C...0000C   0.071   0.049   0.036   0.027  
  1x    03:16:35   -37:53:02   49.145833333333336   -37.88388888888889    0.0       0.0        [VPL2018]_FDS28_DWARF003   -            dIrr                  0.0             0.0         -                     0.075   0.052   0.039   0.029  
  1ke   03:16:51   -33:18:04   49.210958            -33.301139            0.0       0.0        PGC_3182664                -            bE?                   1678.838        63.855803   20032dF...C...0000C   0.037   0.025   0.019   0.014  
  2x    03:16:54   -35:32:32   49.2229167           -35.5413889           0.0       0.0        ESO_357-12                 -            S                     1567.015398     1.498963    1998AJ....115...62H   0.078   0.054   0.04    0.03   
  3x    03:16:58   -37:21:42   49.2407              -37.3616              0.0       0.0        [VPL2018]_FDS28_DWARF203   -            Bckg?                 0.0             0.0         -                     0.096   0.066   0.049   0.037  
  3y    03:17:02   -41:42:00   49.2559              -41.70011             0.0       0.0        LSBG_F301-064              -            dE,N                  0.0             0.0         -                     0.044   0.03    0.023   0.017  
  4x    03:17:12   -37:24:31   49.3                 -37.40861111111111    0.0       0.0        [VPL2018]_FDS28_DWARF184   -            Stripped?             0.0             0.0         -                     0.081   0.056   0.042   0.031  
  5x    03:17:16   -37:28:34   49.31666666666667    -37.47611111111111    0.0       0.0        [VPL2018]_FDS28_DWARF157   -            Int.Bckg?             0.0             0.0         -                     0.078   0.054   0.04    0.03   
  6x    03:17:30   -37:50:37   49.3770833           -37.8436111           0.0       0.0        FCC_B35                    -            Stripped?             96.210478       9.293567    2006HIPAS.C...0000:   0.077   0.053   0.039   0.029  
  7x    03:17:42   -37:08:39   49.425               -37.14416666666666    0.0       0.0        FCC_4                      -            LSB                   0.0             0.0         -                     0.081   0.056   0.041   0.031  
  8x    03:17:52   -36:45:54   49.46666666666666    -36.765               0.0       0.0        FCC_5                      -            dE,N                  0.0             0.0         -                     0.085   0.059   0.044   0.032  
  9x    03:17:53   -35:39:05   49.47083333333333    -35.65138888888889    0.0       0.0        FCC_6                      -            dE,N?                 0.0             0.0         -                     0.072   0.049   0.037   0.027  
  10x   03:18:05   -37:20:22   49.5228              -37.3395              0.0       0.0        [VPL2018]_FDS28_DWARF219   -            Bckg?                 0.0             0.0         -                     0.067   0.047   0.035   0.026  
  4y    03:18:43   -41:01:27   49.67928221972747    -41.024066594203354   0.0       0.0        LSBG_F301-056              -            dE,N?                 0.0             0.0         -                     0.053   0.037   0.027   0.02   
  11x   03:18:46   -35:32:44   49.69166666666667    -35.54555555555555    0.0       0.0        FCC_7                      -            Bckg?                 0.0             0.0         -                     0.072   0.05    0.037   0.028  
  1kf   03:18:47   -31:54:41   49.697917            -31.911389            0.0       0.0        LEDA_699440                -            Pec.                  1708.81725      89.038373   20032dF...C...0000C   0.061   0.042   0.031   0.023  
  5     03:18:54   -33:19:33   49.7295833           -33.3266667           0.0       0.0        FCC_8                      -            dE                    0.0             0.0         -                     0.037   0.026   0.019   0.014  
  6     03:19:25   -32:39:10   49.8540417           -32.6494444           0.0       0.0        FCC_9                      -            Irr                   1751.087992     2.997925    2001A&A...376...98S   0.048   0.033   0.025   0.018  
  7     03:19:34   -32:27:59   49.894075            -32.4651139           0.0       0.0        FCC_10                     -            S(edge-on)            1442.901302     1.498963    2005ApJS..160..149S   0.053   0.037   0.027   0.02   
  1kg   03:20:27   -31:14:53   50.112083            -31.248111            0.0       0.0        LEDA_707430                -            Pec.                  1828.73425      63.855803   20032dF...C...0000C   0.046   0.032   0.023   0.017  
  8     03:20:46   -33:17:39   50.1899              -33.2935              0.0       0.0        FCC_12                     -            S(bkg?)               0.0             0.0         -                     0.044   0.031   0.023   0.017  
  11    03:21:03   -37:06:06   50.2642083           -37.1016833           0.0       0.0        NGC_1310/FCC_13            -            S                     1805.050643     9.893153    1996ApJS..107...97M   0.077   0.053   0.039   0.029  
  12    03:21:40   -33:27:12   50.4108333           -33.4538889           0.0       0.0        FCC_15                     -            dE,N?                 0.0             0.0         -                     0.043   0.03    0.022   0.016  
  12x   03:21:43   -35:55:30   50.4295833           -35.9252778           0.0       0.0        FCC_16                     -            LSB                   0.0             0.0         -                     0.076   0.053   0.039   0.029  
  13    03:22:06   -37:08:34   50.5258              -37.1427              0.0       0.0        FDS_26_0229                -            LSB                   0.0             0.0         -                     0.066   0.046   0.034   0.025  
  5y    03:22:14   -31:50:17   50.55836581920384    -31.838025049753078   0.0       0.0        LSBG_F418-057              -            dE,N(stripped?)       0.0             0.0         -                     0.044   0.03    0.022   0.017  
  16    03:22:23   -37:23:51   50.5946              -37.3975              0.0       0.0        FCC_19                     -            dE,N                  1406.926203     44.968875   20096dF...C...00      0.065   0.045   0.033   0.025  
  17    03:22:30   -37:10:09   50.6233              -37.1697              0.0       0.0        LEDA_74360/FCC_20          -            LSB?(NGC1316_halo)    0.0             0.0         -                     0.068   0.047   0.035   0.026  
  19    03:22:36   -37:52:23   50.650000000000006   -37.87305555555556    0.0       0.0        FDS_26_0024                -            Int(bckg)?            0.0             0.0         -                     0.054   0.037   0.028   0.021  
  20    03:22:38   -37:18:48   50.65833333333334    -37.31333333333333    0.0       0.0        FCC_B112                   -            BCD/HII?              1686.0          0.0         2019MNRAS.490.1666M   0.068   0.047   0.035   0.026  
  21    03:22:42   -37:12:30   50.675000000000004   -37.208333333333336   0.0       0.0        NGC_1316/FCC_21            -            Merger                1801.752925     2.997925    2017ApJ...846..166L   0.069   0.048   0.035   0.026  
  22    03:22:44   -37:06:14   50.68333333333334    -37.10388888888889    0.0       0.0        NGC_1317/FCC_22            -            S                     1940.856645     14.090247   1991RC3.9.C...0000d   0.069   0.047   0.035   0.026  
  23    03:22:51   -37:31:38   50.7136              -37.5271              0.0       0.0        FCC_B125                   -            dE                    0.0             0.0         -                     0.057   0.039   0.029   0.022  
  6y    03:23:01   -38:50:17   50.75286833708232    -38.8379883877239     0.0       0.0        LSBG_F301-040              -            dE                    0.0             0.0         -                     0.056   0.039   0.029   0.022  
  13x   03:23:10   -34:37:59   50.79166666666667    -34.63305555555556    0.0       0.0        FCC_B144                   -            E?                    1475.878478     0.0         2017ApJ...843...16K   0.036   0.025   0.018   0.014  
  26    03:23:13   -37:08:22   50.8036              -37.1394              0.0       0.0        FDS_26_0233                -            LSB                   0.0             0.0         -                     0.07    0.048   0.036   0.027  
  1j    03.23:16   -40:40:41   50.817028            -40.678155            0.0       0.0        ESO_301-10                 -            dE,N                  0.0             0.0         -                     0.041   0.029   0.021   0.016  
  27    03:23:25   -36:53:17   50.8529              -36.888               0.0       0.0        FCC_23                     -            dE,N                  0.0             0.0         -                     0.068   0.047   0.035   0.026  
  29    03:23:27   -36:27:19   50.8636              -36.4554              0.0       0.0        FDS_25_0182                -            Irr                   0.0             0.0         -                     0.064   0.044   0.033   0.024  
  28    03:23:27   -36:26:18   50.8626              -36.4384              0.0       0.0        FDS_25_0191                -            LSB                   0.0             0.0         -                     0.063   0.044   0.033   0.024  
  6y    03:23:28   -31:16:09   50.86614310882008    -31.268952438713416   0.0       0.0        LSBG_F418-055              -            Irr                   1289.10775      89.038373   20032dF...C...0000C   0.039   0.027   0.02    0.015  
  30    03:23:28   -37:50:52   50.8686              -37.8478              0.0       0.0        FDS_26_0039                -            Irr                   0.0             0.0         -                     0.055   0.038   0.029   0.021  
  31    03:23:31   -36:49:32   50.8788              -36.8255              0.0       0.0        FDS_25_0043                -            LSB                   0.0             0.0         -                     0.067   0.046   0.034   0.026  
  32    03:23:34   -36:58:58   50.8899              -36.9829              0.0       0.0        FCC_25                     -            dE,N                  0.0             0.0         -                     0.07    0.048   0.036   0.027  
  33    03:23:37   -35:46:43   50.9052              -35.7785              0.0       0.0        FCC_26                     -            d:S0                  1823.038192     29.079873   1991RC3.9.C...0000d   0.05    0.035   0.026   0.019  
  34    03:23:53   -36:55:23   50.9728              -36.9231              0.0       0.0        FDS_25_0013                -            dE                    0.0             0.0         -                     0.064   0.044   0.033   0.024  
  35    03:23:54   -37:30:36   50.9767              -37.51                0.0       0.0        FCC_28                     -            E_SF?                 1405.127448     5.096472    2001A&A...376...98S   0.079   0.055   0.041   0.03   
  14x   03:23:56   -34:48:27   50.9836              -34.8084              0.0       0.0        FCC_27                     -            LSB                   0.0             0.0         -                     0.035   0.024   0.018   0.013  
  36    03:23:56   -36:27:53   50.98333333333334    -36.46472222222222    0.0       0.0        NGC_1326/FCC_29            -            S/S0(pec.)            1360.158572     1.498963    1996ApJ...463...60B   0.062   0.043   0.032   0.024  
  38    03:24:07   -36:22:55   51.0285              -36.382               0.0       0.0        FDS_25_0498                -            Irr                   0.0             0.0         -                     0.06    0.041   0.031   0.023  
  15x   03:24:18   -35:15:42   51.0742              -35.2626              0.0       0.0        FCC_31                     -            dE,N                  0.0             0.0         -                     0.04    0.028   0.021   0.015  
  1z    03:24:21   -33:25:11   51.089333            -33.41969             0.0       0.0        FLSBG_224                  -            dE(blue)              0.0             0.0         -                     0.047   0.032   0.024   0.018
  39    03:24:29   -37:18:09   51.1212              -37.3025              0.0       0.0        FDS_26_0176                -            Irr/LSB               0.0             0.0         -                     0.067   0.046   0.034   0.025  
  40    03:24:31   -36:38:43   51.1297              -36.6452              0.0       0.0        FDS_25_0117                -            dE                    0.0             0.0         -                     0.064   0.044   0.033   0.025  
  41    03:24:39   -37:35:05   51.1627              -37.5848              0.0       0.0        FDS_26_0101                -            dE,N                  0.0             0.0         -                     0.064   0.044   0.033   0.025  
  7y    03:24:50   -34:36:12   51.209236316736      -34.60341483250637    0.0       0.0        LSBG_F358-071              -            LSB                   0.0             0.0         -                     0.035   0.024   0.018   0.013  
  41b   03:24:52   -35:26:08   51.2185              -35.435444            0.0       0.0        FCC_32                     -            E                     1317.88783      26.081948   2001MNRAS.326.1076D   0.043   0.03    0.022   0.017  
  42    03:24:54   -37:35:54   51.2249              -37.5983              0.0       0.0        FDS_26_0097                -            dE                    0.0             0.0         -                     0.068   0.047   0.035   0.026  
  43    03:24:59   -37:00:34   51.245833333333344   -37.00944444444445    0.0       0.0        NGC_1316C/FCC_33           -            S0(dust)              1799.95417      5.096472    1998A&AS..130..333T   0.072   0.05    0.037   0.027  
  16x   03:25:02   -35:13:24   51.2602              -35.2243              0.0       0.0        FCC_34                     -            LSB(below_star)       0.0             0.0         -                     0.037   0.025   0.019   0.014  
  44    03:25:04   -36:55:40   51.266666666666666   -36.92777777777778    0.0       0.0        FCC_35                     -            Irr                   1799.95417      0.899378    2001A&A...376...98S   0.067   0.047   0.035   0.026  
  45    03:25:08   -36:41:12   51.2822              -36.6868              0.0       0.0        FDS_25_0100                -            Irr                   0.0             0.0         -                     0.061   0.042   0.031   0.023  
  46    03:25:09   -36:21:50   51.2841667           -36.3641667           0.0       0.0        NGC_1326A/FCC_37           -            Inter                 1831.13259      0.899378    2001A&A...376...98S   0.056   0.039   0.029   0.021  
  47    03:25:09   -36:33:12   51.2894              -36.5533              0.0       0.0        FCC_38                     -            dE                    0.0             0.0         -                     0.049   0.034   0.025   0.019  
  48    03:25:12   -32:54:10   51.300000000000004   -32.90277777777778    0.0       0.0        FCC_36                     -            dE,N                  2308.40225      89.038373   20032dF...C...0000C   0.045   0.031   0.023   0.017  
  49    03:25:20   -36:23:00   51.3329167           -36.385               0.0       0.0        NGC_1326B                  -            Inter                 998.90861       0.899378    2001A&A...376...98S   0.055   0.038   0.028   0.021  
  50    03:25:22   -37:04:20   51.3421              -37.0723              0.0       0.0        FDS_26_0265                -            LSB                   0.0             0.0         -                     0.068   0.047   0.035   0.026  
  51    03:25:25   -36:44:41   51.354166666666664   -36.74472222222222    0.0       0.0        FCC_40                     -            dE                    1602.0          0.0         2019MNRAS.490.1666M   0.056   0.038   0.029   0.021  
  52    03:25:32   -36:28:17   51.3818              -36.4713              0.0       0.0        FDS_25_0181                -            LSB                   0.0             0.0         -                     0.042   0.029   0.022   0.016  
  2z	03:25:34   -32:49:28   51.391943            -32.82444             0.0       0.0        FLSBG_225                  -            dE,N                  0.0             0.0         -                     0.043   0.030   0.022   0.017
  53    03:25:35   -37:14:18   51.3969              -37.2382              0.0       0.0        FDS_26_0203                -            Irr                   0.0             0.0         -                     0.071   0.049   0.036   0.027  
  54    03:25:36   -32:57:33   51.400000000000006   -32.9601              0.0       0.0        FCC_41                     -            Irr                   0.0             0.0         -                     0.039   0.027   0.02    0.015  
  55    03:25:46   -35:30:30   51.442369            -35.508270            0.0       0.0        FCC_42                     -            dE                    0.0             0.0         -                     0.033   0.023   0.017   0.013  
  56    03:25:54   -36:42:49   51.476               -36.7136              0.0       0.0        FDS_25_0094                -            dE                    0.0             0.0         -                     0.047   0.033   0.024   0.018  
  57    03:26:00   -36:23:52   51.4985              -36.3978              0.0       0.0        FDS_25_0496                -            LSB                   0.0             0.0         -                     0.041   0.028   0.021   0.016  
  58    03:26:01   -36:47:40   51.5032              -36.7942              0.0       0.0        NGFS_J032601-364740        -            LSB                   0.0             0.0         -                     0.054   0.037   0.028   0.021  
  59    03:26:01   -36:42:23   51.50475             -36.7065278           51.5055   -36.7063   NGFS_J032601-364224        FDSLSB71     LSB                   0.0             0.0         -                     0.046   0.032   0.024   0.017  
  60    03:26:01   -37:34:13   51.5051              -37.5703              0.0       0.0        FDS_26_0103                -            dE                    0.0             0.0         -                     0.076   0.053   0.039   0.029  
  61    03:26:02   -32:53:41   51.50833333333333    -32.89472222222222    0.0       0.0        FCC_43                     -            E/S0                  1322.984303     17.088173   2001MNRAS.326.1076D   0.048   0.033   0.025   0.018  
  1kh   03:26:16   -30:47:47   51.567               -30.7965              0.0       0.0        LEDA_712861                -            Edge_on_disk          1528.94175      89.038373   20032dF...C...0000C   0.045   0.031   0.023   0.017  
  62    03:26:25   -37:07:40   51.60416666666667    -37.12777777777778    0.0       0.0        FCC_46                     -            dE,N                  2219.963462     32.077798   2001MNRAS.326.1076D   0.063   0.043   0.032   0.024  
  63    03:26:27   -35:45:57   51.611               -35.7658              0.0       0.0        FCC_B386                   -            dE/dIrr               0.0             0.0         -                     0.038   0.026   0.019   0.014  
  64    03:26:28   -36:57:13   51.6173              -36.9536              0.0       0.0        FDS_22_0295                -            LSB?/S(bckg)?         0.0             0.0         -                     0.053   0.037   0.027   0.02   
  65    03:26:32   -35:42:49   51.63333333333333    -35.71361111111111    0.0       0.0        NGC_1336/FCC_47            -            E                     1418.018525     2.997925    1998A&AS..133..325G   0.037   0.026   0.019   0.014  
  68    03:26:36   -36:31:38   51.6484              -36.5273              0.0       0.0        FDS_21_0170                -            dE/dIrr               0.0             0.0         -                     0.039   0.027   0.02    0.015  
  67    03:26:36   -37:18:55   51.6484              -37.3152              0.0       0.0        FDS_22_0182                -            LSB                   0.0             0.0         -                     0.065   0.045   0.034   0.025  
  69    03:26:38   -36:48:43   51.6594167           -36.8119167           0.0       0.0        NGFS_J032638-364843        -            LSB                   0.0             0.0         -                     0.048   0.033   0.025   0.018  
  70    03:26:41   -37:13:47   51.6696              -37.2296              0.0       0.0        FDS_22_0207                -            Irr                   0.0             0.0         -                     0.066   0.046   0.034   0.025  
  3z    03:26:43   -34:32:50   51.6772              -34.5486              0.0       0.0        FCC_48                     -            dE,N?                 0.0             0.0         -                     0.035   0.024   0.018   0.014  
  71    03:26:44   -37:17:56   51.6811              -37.299               0.0       0.0        FCC_49                     -            dE                    0.0             0.0         -                     0.064   0.045   0.033   0.025  
  73    03:26:53   -36:47:57   51.7213              -36.7987              0.0       0.0        FCC_51                     -            LSB                   0.0             0.0         -                     0.044   0.031   0.023   0.017  
  74    03:26:53   -37:23:35   51.7227              -37.393               0.0       0.0        FDS_22_0153                -            Irr                   0.0             0.0         -                     0.064   0.044   0.033   0.024  
  75    03:26:54   -35:31:07   51.7254              -35.5186              0.0       0.0        FCC_50                     -            dE,N                  0.0             0.0         -                     0.031   0.022   0.016   0.012  
  76    03:26:54   -33:56:45   51.7259              -33.9458              0.0       0.0        FDS_31_0001                -            LSB                   0.0             0.0         -                     0.035   0.024   0.018   0.013  
  77    03:26:56   -37:32:52   51.7313              -37.5477              0.0       0.0        FCC_B435                   -            LSB                   0.0             0.0         -                     0.07    0.049   0.036   0.027  
  8y    03:26:57   -30:42:36   51.733684693742504   -30.709812451593557   0.0       0.0        LSBG_F418-036              -            dE                    1379.0455       89.038373   20032dF...C...0000C   0.039   0.027   0.02    0.015  
  9y    03:27:07   -31:06:28   51.77820906255525    -31.10776323915779    0.0       0.0        LSBG_F418-051              -            dE,N                  0.0             0.0         -                     0.043   0.03    0.022   0.016  
  79    03:27:07   -35:11:36   51.7796              -35.1934              0.0       0.0        FDS_20_0522                -            LSB?                  0.0             0.0         -                     0.046   0.032   0.024   0.018  
  80    03:27:08   -35:08:04   51.7814167           -35.1345833           51.7815   -35.1349   NGFS_J032708-350805        FDSLSB205    LSB                   0.0             0.0         -                     0.045   0.031   0.023   0.017  
  81    03:27:08   -34:24:00   51.78333333333334    -34.4                 0.0       0.0        FCC_52                     -            LSB                   0.0             0.0         -                     0.035   0.024   0.018   0.014  
  1ki   03:27:09   -37:09:10   51.788208            -37.152806            0.0       0.0        FCCB_446                   -            E                     1343.969777     44.968875   20096dF...C...0000J   0.056   0.039   0.029   0.021  
  82    03:27:12   -37:03:45   51.7985              -37.0626              0.0       0.0        NGFS_J032712-370345        -            LSB                   0.0             0.0         -                     0.051   0.035   0.026   0.019  
  83    03:27:16   -33:29:04   51.81666666666667    -33.48444444444444    0.0       0.0        FCC_53                     -            S                     1627.873275     3.897302    2001A&A...376...98S   0.038   0.026   0.019   0.014  
  84    03:27:17   -33:02:07   51.82083333333333    -33.03527777777778    0.0       0.0        FCC_54                     -            dE/dIrr               0.0             0.0         -                     0.04    0.028   0.021   0.015  
  85    03:27:18   -34:31:35   51.825               -34.52638888888889    0.0       0.0        FCC_55                     -            S0                    1278.914805     17.088173   2001MNRAS.326.1076D   0.033   0.023   0.017   0.013  
  87    03:27:21   -34:23:23   51.837500000000006   -34.389722222222225   0.0       0.0        NGFS_J032721-342323        -            LSB?                  0.0             0.0         -                     0.033   0.023   0.017   0.013  
  88    03:27:22   -36:08:48   51.8404              -36.1464              0.0       0.0        FCC_56                     -            dE,N?                 0.0             0.0         -                     0.036   0.025   0.019   0.014  
  9y    03:27:27   -31:50:01   51.86174594382996    -31.8335325025349     0.0       0.0        LSBG_F418-050              -            dE,N                  1198.870207     0.0         2017ApJ...843...16K   0.055   0.038   0.028   0.021  
  89    03:27:27   -36:43:54   51.8609583           -36.7316111           0.0       0.0        NGFS_J032727-364354        -            LSB?                  0.0             0.0         -                     0.043   0.03    0.022   0.016  
  90    03:27:28   -35:55:26   51.86666666666667    -35.92388888888889    0.0       0.0        FCC_57                     -            Irr                   0.0             0.0         -                     0.039   0.027   0.02    0.015  
  91    03:27:28   -36:42:51   51.8687              -36.7143              51.869    -36.7143   NGFS_J032728-364251        FDSLSB193    Int.(bckg)?           0.0             0.0         -                     0.043   0.03    0.022   0.016  
  92    03:27:29   -34:56:52   51.8698              -34.9473              0.0       0.0        FCC_B462                   -            dE?                   0.0             0.0         -                     0.037   0.026   0.019   0.014  
  93    03:27:32   -35:14:59   51.8854              -35.2496              0.0       0.0        NGFS_J032733-351459        -            LSB                   0.0             0.0         -                     0.041   0.028   0.021   0.016  
  94    03:27:34   -35:43:04   51.891666666666666   -35.717777777777776   0.0       0.0        FCC_B470                   -            S                     723.0           79.0        2001MNRAS.326.1076D   0.039   0.027   0.02    0.015  
  95    03:27:35   -37:30:17   51.895833333333336   -37.50472222222222    0.0       0.0        FCC_58                     -            dE                    0.0             0.0         -                     0.07    0.049   0.036   0.027  
  96    03:27:36   -36:08:30   51.8989              -36.1416              0.0       0.0        FDS_21_0334                -            Irr                   0.0             0.0         -                     0.04    0.028   0.021   0.015  
  97    03:27:37   -33:18:05   51.9017917           -33.2698361           0.0       0.0        FCC_B467                   -            S                     0.0             0.0         -                     0.035   0.024   0.018   0.013
  98    03:27:43   -35:43:37   51.9275              -35.7268056           0.0       0.0        NGFS_J032743-354337        -            LSB                   0.0             0.0         -                     0.039   0.027   0.02    0.015  
  99    03:27:43   -34:04:04   51.949870            -34.065185            0.0       0.0        FCC_B486                   -            Irr                   0.0             0.0         -                     0.03    0.021   0.015   0.011
  100   03:27:43   -36:00:59   51.9301              -36.0164              0.0       0.0        FDS_21_0371                -            dE?                   0.0             0.0         .                     0.043   0.03    0.022   0.016  
  101   03:27:48   -34:52:29   51.948               -34.8746667           0.0       0.0        NGFS_J032748-345229        -            LSB?                  0.0             0.0         -                     0.039   0.027   0.02    0.015  
  102   03:27:48   -33:33:53   51.9487              -33.5647              0.0       0.0        FCC_59                     -            dE,N?                 0.0             0.0         -                     0.044   0.03    0.022   0.017  
  103   03:27:53   -34:50:36   51.9698              -34.8434              0.0       0.0        NGFS_J032753-345036        -            LSB                   0.0             0.0         -                     0.04    0.028   0.021   0.015  
  104   03:27:53   -35:04:07   51.9725              -35.0685              51.973    -35.0688   NGFS_J032753-350407        FDSLSB203    LSB                   0.0             0.0         -                     0.041   0.028   0.021   0.016  
  105   03:27:54   -35:48:27   51.974               -35.8075              0.0       0.0        NGFS_J032754-354827        -            dE?                   0.0             0.0         -                     0.039   0.027   0.02    0.015  
  106   03:27:54   -37:22:33   51.9757              -37.3759              0.0       0.0        FCC_60                     -            dE/dIrr               0.0             0.0         -                     0.057   0.04    0.029   0.022  
  107   03:27:57   -34:56:54   51.9882              -34.9483              0.0       0.0        FDS_19_0004                -            dE?/S(bckg)?          0.0             0.0         -                     0.04    0.027   0.02    0.015  
  108   03:27:58   -37:08:58   51.99166666666667    -37.14944444444444    0.0       0.0        NGC_1341/FCC_62            -            S                     1876.101465     2.997925    2001A&A...376...98S   0.05    0.035   0.026   0.019  
  109   03:28:00   -33:39:51   52.0                 -33.66416666666667    0.0       0.0        FCC_61                     -            dE,N                  0.0             0.0         -                     0.04    0.027   0.02    0.015  
  110   03:28:00   -35:04:45   52.0003              -35.0791              0.0       0.0        NGFS_J032800-350445        -            LSB                   0.0             0.0         -                     0.039   0.027   0.02    0.015  
  17x   03:28:00   -38:32:22   52.002               -38.5375              0.0       0.0        FCC_64                     -            LSB                   0.0             0.0         -                     0.06    0.041   0.031   0.023  
  111   03:28:01   -36:49:54   52.0059              -36.8317              0.0       0.0        NGFS_J032801-364954        -            LSB                   0.0             0.0         -                     0.04    0.028   0.021   0.015  
  112   03:28:03   -36:20:00   52.0118              -36.3334              0.0       0.0        FCC_B507                   -            Irr                   0.0             0.0         -                     0.04    0.028   0.02    0.015  
  18x   03:28:07   -32:17:10   52.02916666666667    -32.28611111111111    0.0       0.0        NGC_1339                   -            E                     1391.936578     2.997925    1998A&AS..133..325G   0.047   0.032   0.024   0.018  
  113   03:28:07   -35:14:11   52.0277              -35.2364              0.0       0.0        FCC_65                     -            dE                    0.0             0.0         -                     0.038   0.026   0.02    0.015  
  114   03:28:09   -34:36:16   52.0396              -34.6044              0.0       0.0        NGFS_J032810-343616        -            LSB                   0.0             0.0         -                     0.034   0.023   0.017   0.013  
  115   03:28:16   -35:32:16   52.0672              -35.5377              0.0       0.0        NGFS_J032816-353216        -            LSB                   0.0             0.0         -                     0.037   0.026   0.019   0.014  
  116   03:28:07   -36:55:06   52.0302              -36.9183              0.0       0.0        LEDA_630952                -            Bckg?                 0.0             0.0         -                     0.044   0.03    0.023   0.017
  116+  03:28:17   -36:55:44   52.0689              -36.9289              0.0       0.0        FDS21_DWARF006             -            LSB?                  0.0             0.0         -                     0.044   0.03    0.023   0.017  
  10y   03:28:19   -31:46:12   52.08000846736938    -31.770004226153354   0.0       0.0        LSBG_F418-049              -            dE                    869.39825       89.038373   20032dF...C...0000C   0.051   0.035   0.026   0.02   
  19x   03:28:20   -31:04:05   52.083333333333336   -31.06805555555556    0.0       0.0        NGC_1340                   -            E                     1241.14095      14.989625   1992CORV..C...0000F   0.061   0.042   0.031   0.023  
