#Revised by the galaxies at z>0.1 from Maddox et al. (2009) (their Table 3).
#Revised by Table 7 in 2001MNRAS.326.1076D.
#Some galaxies with no radial velocities have been removed because they are not visible in the Legacy images or it was not clear which was the object.
#Some compact objects like UCDs have been removed from this list as we intend to include only extended galaxies here.
#LSBs with FCC* designation seems to be the most extended and bright LSBs.
#LSBs with NGFS* designation are usually difficult to see in the Legacy images. Therefore, they are not expected to be detectable in S-PLUS images.
#For some FCC galaxies, NED provides radial velocities from 2016MNRAS.460.4492D. However, this is a photometric paper. They assume that some galaxies are Fornax members because of their morphology or because they were considered as certain or likely members in the FCC catalog and they assign a radial velocity calculated assuming the Fornax distance. These "radial velocities" can be checked at http://www.astro-udec.cl/mf/catalogue/Table2%28locations%29.txt. The value of '104' in the last column of that table means that is an assumed (and not an spectroscopic) radial velocity.
#Some galaxies appear in NED with Vr from 2008MNRAS.389..102T. However, this paper takes membership from other papers and I've not found those Vr in other published works.
#Galaxies with ID_b are new dwarfs with radial velocities from 2007A&A...464L..21B (Table 3).
#dE? are galaxies that might be LSB galaxies.
#dE,N? are galaxies which might have a nucleus.
#LSB? might be background galaxies (too compact or displaying some kind of structure).
# Objects with ID_x are literature Fornax galaxies that are placed in the new iDR4 Fornax fields.
# Objects with ID_z are galaxies from 1990MNRAS.245..289I. Objects with designation LSBG, no VR and S morphology were considered background. 
# Objects with ID_w are galaxies from 1988MNRAS.232..239D. "
# Objects with ID_y are galaxies from 1999MNRAS.304..297M. "
# Objects with ID_j are galaxies from 1965AJ.....70..559H. Objects with no VR and S morphology were considered background.
# Objects with ID_k and ID_kb,c,etc are galaxies from 2017ApJ...843...16K. 
# Extinctions are given for g,r,i,z of SDSS.
# Additional objects from Venhola et al. (2022). Columns RA_2, DEC_2, ID_FDS2022 are from Venhola et al. (2022).
# Corrected positons for LEDA_630952 and LEDA_659358. In their previous position new objects ids were added, FDS21_DWARF006 and FDS19_DWARF184, respectively.
#
# ID    RA         DEC         RA                   DEC                   RA_2      DEC_2      NAME                       ID_FDS2022   Morph_Legacy_Analia   Vr_NED/Maddox   e_Vr        Vr_Ref                Ag      Ar      Ai      Az     
  992   03:50:23   -35:14:53   57.5965              -35.248               0.0       0.0        FCC_334                    -            dE                    0.0             0.0         -                     0.041   0.028   0.021   0.016  
  993   03:50:37   -35:54:34   57.653               -35.9094              0.0       0.0        FCC_335                    -            S0                    1430.010225     2.098548    1998A&AS..133..325G   0.047   0.033   0.024   0.018  
  994   03:50:53   -35:10:19   57.7191667           -35.1719444           0.0       0.0        FCC_336                    -            dE,N                  1956.146063     66.853728   2001MNRAS.326.1076D   0.043   0.03    0.022   0.016  
  995   03:51:01   -36:41:02   57.755               -36.683333            0.0       0.0        FCC_337                    -            dE,N?                 0.0             0.0         -                     0.028   0.019   0.014   0.011  
  6k    03:51:41   -38:27:08   57.920417            -38.452222            0.0       0.0        ESO_302-014                -            Pec.                  872.096383      2.997925    2004AJ....128...16K   0.028   0.02    0.015   0.011  
  24y   03:52:01   -33:28:03   58.00416666666667    -33.46750000000001    0.0       0.0        ESO_359-3                  -            Edge_on_disk          1574.210417     3.297718    -                     0.036   0.025   0.018   0.014  
  996   03:52:03   -37:52:25   58.0129167           -37.8752778           0.0       0.0        FCC_339                    -            dE,N?                 0.0             0.0         -                     0.025   0.017   0.013   0.009  
  25y   03:52:16   -36:18:17   58.06779422138717    -36.30479616774826    0.0       0.0        LSBG_F359-061              -            dE                    0.0             0.0         -                     0.042   0.029   0.022   0.016  
  26y   03:52:59   -33:10:32   58.247031            -33.175736            0.0       0.0        LSBG_F359-015              -            dE,N                  0.0             0.0         -                     0.024   0.017   0.012   0.009  
  27y   03:53:08   -38:50:24   58.280831            -38.840057            0.0       0.0        LSBG_F302-008              -            dE,N                  0.0             0.0         -                     0.025   0.018   0.013   0.01   
  997   03:53:17   -37:49:57   58.322674            -37.833939            0.0       0.0        FCC_340                    -            dE                    0.0             0.0         -                     0.019   0.013   0.01    0.007  
  28y   03:53:46   -39:10:40   58.440518            -39.177665            0.0       0.0        LSBG_F302-022              -            dE,N                  0.0             0.0         -                     0.03    0.021   0.016   0.012  
  29y   03:54:04   -36:03:49   58.514244            -36.063653            0.0       0.0        LSBG_F359-060              -            Irr                   1388.938652     5.096472    2005ApJS..160..149S   0.034   0.024   0.018   0.013  
  30y   03:54:19   -36:55:50   58.5786355698899     -36.93063565430922    0.0       0.0        LSBG_F359-059              -            dE                    0.0             0.0         -                     0.038   0.026   0.02    0.015  
  7k    03:54:20   -36:58:08   58.583875            -36.968889            0.0       0.0        NGC_1484                   -            Irr_edge_on           1039.980182     2.997925    1998A&AS..130..333T   0.042   0.029   0.022   0.016  
  998   03:54:28   -35:58:02   58.6187              -35.9672              0.0       0.0        IC_2006                    -            E                     1382.043425     3.297718    2000MNRAS.313..469S   0.037   0.026   0.019   0.014  
  31y   03:54:38   -35:41:58   58.657192247197585   -35.69958471279312    0.0       0.0        LSBG_F359-030              -            dE                    0.0             0.0         -                     0.027   0.019   0.014   0.01   
  7kb   03.55:26   -39:53:12   58.860354            -39.886609            0.0       0.0        LEDA_592896                -            dE                    1495.065198     69.851653   2005AJ....130.2012W   0.036   0.025   0.018   0.014  
  999   03:55:46   -36:15:43   58.9435875           -36.2620472           0.0       0.0        LEDA_132225                -            dE,N?                 1737.897123     44.968875   20096dF...C...0000J   0.02    0.014   0.01    0.008  
  32y   03:55;55   -34:06:01   58.97734954635461    -34.100311194210704   0.0       0.0        LSBG_F359-029              -            Irr                   0.0             0.0         -                     0.025   0.017   0.013   0.009  
  33y   03:56:07   -40:02:11   59.03079266558855    -40.036554025060795   0.0       0.0        LSBG_F302-021              -            dE                    0.0             0.0         -                     0.037   0.026   0.019   0.014  
  34y   03:57:03   -38:23:41   59.26299141976594    -38.39466573236564    0.0       0.0        LSBG_F302-005              -            Irr                   0.0             0.0         -                     0.015   0.01    0.008   0.006  
  35y   03:57:04   -33:15:23   59.26528572697348    -33.25638919602702    0.0       0.0        LSBG_F359-010              -            dE                    0.0             0.0         -                     0.039   0.027   0.02    0.015  
  36y   03:57:21   -35:16:39   59.33571205671634    -35.27759596306675    0.0       0.0        LSBG_F359-028              -            dE,N                  0.0             0.0         .                     0.027   0.019   0.014   0.01   
  37y   03:59:25   -39:36:49   59.85168124938785    -39.61372918701339    0.0       0.0        LSBG_F302-020              -            dE,N?                 0.0             0.0         -                     0.026   0.018   0.013   0.01   
  8k    03:59:42   -36:42:18   59.9245583           -36.7050306           0.0       0.0        ESO_359-013                -            S0                    1436.905453     26.081948   1991RC3.9.C...0000d   0.013   0.009   0.007   0.005  
  38y   03:59:44   -37:11:48   59.931269            -37.196547            0.0       0.0        LSBG_F302-004              -            dE                    0.0             0.0         -                     0.017   0.012   0.009   0.007  
  9k    04:00:42   -30:49:52   60.173375            -30.831               0.0       0.0        ESO_419-013                -            Irr                   1489.968725     3.897302    2003A&A...408..465M   0.025   0.017   0.013   0.009  
  39y   04:03:00   -40:35:38   60.7488              -40.5935              0.0       0.0        LSBG_F302-019              -            dE,N                  0.0             0.0         -                     0.03    0.021   0.015   0.011  
  10k   04:04:25   -36:10:50   61.1055              -36.1805              0.0       0.0        ESO_359-016                -            Edge-on_disk          1405.727032     3.297718    1996ApJ...463...60B   0.014   0.01    0.007   0.005  
  10kb  04:04:41   -34:57:55   61.17175             -34.965417            0.0       0.0        LEDA_655120                -            Pec.Strip?            2341.079633     44.968875   20096dF...C...0000J   0.024   0.017   0.012   0.009  
  11k   04:04:47   -33:56:09   61.196794            -33.935797            0.0       0.0        ESO_359-017                -            Edge-on_disk          1218.056928     0.0         2017ApJ...843...16K   0.022   0.016   0.012   0.009  
  12k   04:05:04   -35:00:32   61.268538            -35.008979            0.0       0.0        ESO_359-018                -            Edge-on_S0?           1694.127417     32.977175   1996ApJS..107..201L   0.024   0.017   0.013   0.009  
  40y   04:06:31   -34:36:12   61.629022            -34.603259            0.0       0.0        LSBG_F359-021              -            dE,N                  0.0             0.0         -                     0.012   0.008   0.006   0.004  
  13k   04:08:46   -35:23:22   62.189933            -35.389505            0.0       0.0        ESO_359-022                -            Irr                   1429.710433     11.9917     2006HIPAS.C...0000:   0.025   0.017   0.013   0.009  
  14k   04:10:01   -31:15:30   62.505864            -31.25831             0.0       0.0        ESO_420-6                  -            Irr                   1388.039275     5.096472    2005ApJS..160..149S   0.053   0.037   0.027   0.02   
  41y   04:10:02   -29:44:27   62.50776586167008    -29.740813158767804   0.0       0.0        LSBG_F420-024              -            dE/dIrr               0.0             0.0         -                     0.063   0.044   0.032   0.024  
  14kb  04:10:29   -35:09:44   62.620339            -35.162214            0.0       0.0        LEDA_142358                -            dIrr                  1472.880553     44.069497   1996ApJS..107..201L   0.026   0.018   0.013   0.01   
  14kc  04:10:47   -32:49:01   62.697451            -32.816959            0.0       0.0        LEDA_3314679               -            dE,N                  2607.894958     0.0         2017ApJ...843...16K   0.037   0.026   0.019   0.014  
  15k   04:10:57   -35:49:52   62.73946             -35.831125            0.0       0.0        ESO_359-024                -            Irr                   848.712568      6.295642    2006HIPAS.C...0000:   0.042   0.029   0.022   0.016  
  16k   04:11:01   -31:24:27   62.752689            -31.407428            0.0       0.0        ESO_420-9                  -            S(strip?              1367.0538       2.997925    1998A&AS..130..333T   0.075   0.052   0.038   0.028  
  16kb  04:11:26   -32:51:27   62.860333            -32.857528            0.0       0.0        LEDA_684913                -            dE,N                  1088.246775     63.855803   20012dF...C...0000C   0.04    0.028   0.02    0.015  
  42y   04:11:45   -34:56:20   62.9393              -34.938               0.0       0.0        ESO_359-25                 -            Irr                   0.0             0.0         -                     0.028   0.02    0.015   0.011  
  17k   04:11:59   -32:51:03   62.997167            -32.850806            0.0       0.0        NGC_1531                   -            E_int                 1189.876433     23.9834     1991RC3.9.C...0000d   0.05    0.035   0.026   0.019  
  18k   04.12:04   -32:52:27   63.018042            -32.874222            0.0       0.0        NGC_1532                   -            S_int                 1039.68039      5.096472    2006HIPAS.C...0000:   0.05    0.035   0.026   0.019  
  19k   04:12:35   -32:49.02   63.145432            -32.817367            0.0       0.0        IC_2041                    -            E/S0                  1260.027877     29.079873   1991RC3.9.C...0000d   0.054   0.037   0.028   0.021  
  20k   04:12:51   -33:00:07   63.210917            -33.002028            0.0       0.0        ESO_359-029                -            S                     878.092233      5.096472    1994A&AS..107..265G   0.058   0.04    0.03    0.022  
  21k   04:12:53   -31:18:29   63.222208            -31.308194            0.0       0.0        ESO_420-011                -            Disk+halo             1387.139897     11.092322   2017A&A...599A.104T   0.075   0.052   0.039   0.029  
  22k   04:13:00   -32:33:12   63.249042            -32.553278            0.0       0.0        IC_2040                    -            Disk+halo             1325.982227     8.094397    1994A&AS..107..265G   0.065   0.045   0.034   0.025  
  23k   04:13:10   -34:25:35   63.290029            -34.426321            0.0       0.0        ESO_359-031                -            S                     1495.065198     5.99585     1994A&AS..107..265G   0.038   0.026   0.02    0.015  
  23kb  04:13:14   -32:06:03   63.307792            -32.100806            0.0       0.0        LEDA_696873                -            Pec.                  1169.19075      63.855803   20032dF...C...0000C   0.063   0.044   0.032   0.024  
  24k   04:13:41   -31:38:43   63.419625            -31.645417            0.0       0.0        NGC_1537                   -            E                     1429.110848     17.98755    2008AJ....135.2424O   0.079   0.055   0.041   0.03   
  25k   04:16:10   -33:03:45   64.0414              -33.0618              0.0       0.0        ESO_360-3                  -            S                     2517.957208     10.492737   2005ApJS..160..149S   0.085   0.059   0.044   0.032  
  26k   04:17:42   -31:17:29   64.424629            -31.291529            0.0       0.0        ESO_420-015                -            S                     2761.088925     11.392115   2005ApJS..160..149S   0.162   0.112   0.083   0.062  
  27k   04:20:08   -36:41:07   65.036               -36.6859              0.0       0.0        ESO_360-7                  -            Strip?                1158.098428     8.39419     2005ApJS..160..149S   0.074   0.051   0.038   0.028  
  28k   04:20:26   -31:43:28   65.109583            -31.724583            0.0       0.0        IC_2059                    -            S0                    2830.940578     26.981325   2003AJ....126.2268W   0.162   0.112   0.083   0.062  
  29k   04:21:25   -33:14:58   65.354833            -33.249528            0.0       0.0        LEDA_678875                -            bE                    1563.118095     44.968875   20096dF...C...0000J   0.134   0.092   0.069   0.051  
  44y   04:21:39   -33:23:20   65.414488            -33.388961            0.0       0.0        LSBG_F360-011              -            dIrr                  0.0             0.0         -                     0.134   0.093   0.069   0.051  
  45y   04:21:45   -33:50:40   65.4372              -33.8457              0.0       0.0        ESO_360-8                  -            Irr                   1265.12435      5.696058    2005ApJS..160..149S   0.112   0.078   0.058   0.043  
  46y   04:27:24   -33:31:23   66.8506              -33.5232              0.0       0.0        ESO_360-10                 -            Irr                   1153.001955     21.884853   1995AJ....109.2003G   0.093   0.064   0.048   0.035  
  -     -          -           0.0                  0.0                   55.6888   -35.472    -                          FDSLSB1      -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   56.0367   -35.1445   -                          FDSLSB3      -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   56.3158   -35.2712   -                          FDSLSB9      -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   55.8614   -35.4978   -                          FDSLSB11     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   55.2824   -35.4126   -                          FDSLSB12     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   56.1431   -35.1818   -                          FDSLSB17     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   49.9763   -36.4139   -                          FDSLSB19     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   49.8691   -36.8686   -                          FDSLSB20     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   50.2844   -36.2315   -                          FDSLSB21     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   55.6177   -36.3764   -                          FDSLSB28     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   55.784    -36.9201   -                          FDSLSB30     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   55.7149   -36.9225   -                          FDSLSB31     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   55.5893   -36.37     -                          FDSLSB34     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   53.7528   -35.4221   -                          FDSLSB35     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   53.672    -35.5069   -                          FDSLSB44     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   53.4312   -35.7332   -                          FDSLSB48     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   53.0341   -35.0201   -                          FDSLSB50     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   53.2295   -35.1676   -                          FDSLSB52     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   53.566    -35.6524   -                          FDSLSB54     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   49.7165   -37.6186   -                          FDSLSB60     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   49.4516   -37.7279   -                          FDSLSB61     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   49.9106   -37.5116   -                          FDSLSB62     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   49.8864   -37.9017   -                          FDSLSB63     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   49.1818   -37.7864   -                          FDSLSB64     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   55.5373   -33.6824   -                          FDSLSB65     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   55.6536   -33.2762   -                          FDSLSB67     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   57.0479   -35.1963   -                          FDSLSB69     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   50.5979   -35.9923   -                          FDSLSB70     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   50.8568   -36.4333   -                          FDSLSB72     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   51.0545   -36.9495   -                          FDSLSB73     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   50.7396   -36.8201   -                          FDSLSB74     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   51.5151   -36.9045   -                          FDSLSB75     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   50.3274   -36.3647   -                          FDSLSB76     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   50.8317   -36.3323   -                          FDSLSB77     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   51.4506   -36.7888   -                          FDSLSB78     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   50.7483   -36.7659   -                          FDSLSB79     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   50.5114   -36.2942   -                          FDSLSB80     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   51.3378   -36.6807   -                          FDSLSB81     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   51.8952   -33.2916   -                          FDSLSB82     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   51.7036   -33.6964   -                          FDSLSB83     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   52.427    -33.1533   -                          FDSLSB84     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   54.6608   -37.3551   -                          FDSLSB86     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   52.4294   -37.0699   -                          FDSLSB87     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   52.5748   -37.206    -                          FDSLSB88     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   51.9759   -37.5268   -                          FDSLSB89     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   52.7242   -37.6584   -                          FDSLSB90     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   51.7981   -37.4906   -                          FDSLSB92     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   53.042    -34.265    -                          FDSLSB94     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   53.6202   -34.4403   -                          FDSLSB98     -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   53.95     -34.6997   -                          FDSLSB102    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   57.3918   -37.4947   -                          FDSLSB104    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   56.8123   -37.365    -                          FDSLSB105    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   56.4795   -37.181    -                          FDSLSB106    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   53.6081   -37.4844   -                          FDSLSB107    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   53.8799   -37.0395   -                          FDSLSB109    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   53.7147   -36.9777   -                          FDSLSB110    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   53.4324   -37.1163   -                          FDSLSB111    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   53.7615   -37.9078   -                          FDSLSB112    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   55.5294   -34.5646   -                          FDSLSB113    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   55.6718   -34.6799   -                          FDSLSB114    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   56.4555   -34.4325   -                          FDSLSB115    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   55.6079   -34.335    -                          FDSLSB116    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   55.3953   -34.3258   -                          FDSLSB119    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   56.4226   -33.9961   -                          FDSLSB120    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   56.3071   -34.5639   -                          FDSLSB123    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   55.7328   -34.2253   -                          FDSLSB124    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   55.9068   -34.7768   -                          FDSLSB126    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   55.4163   -34.3223   -                          FDSLSB127    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   55.6863   -34.5956   -                          FDSLSB130    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   56.2053   -34.5313   -                          FDSLSB131    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   55.8359   -34.2107   -                          FDSLSB132    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   56.2334   -34.2963   -                          FDSLSB133    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   54.446    -33.4367   -                          FDSLSB134    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   54.8153   -33.918    -                          FDSLSB135    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   55.1504   -33.8045   -                          FDSLSB137    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   54.9325   -33.7768   -                          FDSLSB138    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   54.8873   -33.1938   -                          FDSLSB139    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   54.1041   -33.7279   -                          FDSLSB141    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   54.9394   -33.1648   -                          FDSLSB142    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   54.8474   -33.66     -                          FDSLSB144    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   53.6502   -33.7073   -                          FDSLSB146    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   53.5915   -33.758    -                          FDSLSB148    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   53.8811   -33.24     -                          FDSLSB149    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   53.7623   -33.6911   -                          FDSLSB151    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   54.9274   -34.2764   -                          FDSLSB152    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   54.5553   -34.7763   -                          FDSLSB153    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   54.1914   -34.4138   -                          FDSLSB154    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   54.3574   -34.3708   -                          FDSLSB155    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   54.6988   -34.5563   -                          FDSLSB156    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   54.6617   -34.2846   -                          FDSLSB157    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   54.6512   -34.5335   -                          FDSLSB158    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   54.5196   -34.383    -                          FDSLSB161    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   54.0734   -34.3187   -                          FDSLSB163    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   55.1751   -34.1209   -                          FDSLSB165    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   54.8934   -34.0901   -                          FDSLSB168    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   54.5274   -34.415    -                          FDSLSB171    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   54.1924   -34.7949   -                          FDSLSB172    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   50.8385   -37.1134   -                          FDSLSB173    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   50.7553   -37.4212   -                          FDSLSB174    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   50.5267   -37.5427   -                          FDSLSB175    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   51.2619   -37.0043   -                          FDSLSB176    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   50.4838   -37.6262   -                          FDSLSB177    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   50.9157   -37.0949   -                          FDSLSB178    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   51.5189   -37.1087   -                          FDSLSB179    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   52.5645   -34.4251   -                          FDSLSB180    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   52.1851   -34.0664   -                          FDSLSB181    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   51.7101   -34.0405   -                          FDSLSB185    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   51.6453   -34.4981   -                          FDSLSB186    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
